Question_ID,Topic,Question,Answer,Options,Difficulty,Type
1746,Advanced Concepts of Freedom Struggle (Principles),What is the primary purpose of Advanced Concepts of Freedom Struggle (Principles)?,To study and explain the properties and functions of Struggle in Social Science.,To study and explain the properties and functions of Struggle in Social Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
1747,Advanced Concepts of Freedom Struggle (Principles),Which of the following is a direct application of Advanced Concepts of Freedom Struggle (Principles)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
1748,Advanced Concepts of Freedom Struggle (Principles),True or False: Advanced Concepts of Freedom Struggle (Principles) has no relevance outside of Grade 10 curriculum.,False,True|False,Hard,True/False
1749,Advanced Concepts of Freedom Struggle (Principles),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Freedom Struggle (Principles).,Struggle,,Hard,Fill in the Blanks
1750,Advanced Concepts of Freedom Struggle (Principles),Match the term 'Struggle' with its correct definition or category.,Struggle corresponds to Social Science branch,Struggle -> Social Science branch|Other terms -> Other categories,Hard,Match the Following
1751,Advanced Concepts of Democracy (Applications),What is the primary purpose of Advanced Concepts of Democracy (Applications)?,To study and explain the properties and functions of Democracy in Social Science.,To study and explain the properties and functions of Democracy in Social Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
1752,Advanced Concepts of Democracy (Applications),Which of the following is a direct application of Advanced Concepts of Democracy (Applications)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
1753,Advanced Concepts of Democracy (Applications),True or False: Advanced Concepts of Democracy (Applications) has no relevance outside of Grade 10 curriculum.,False,True|False,Hard,True/False
1754,Advanced Concepts of Democracy (Applications),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Democracy (Applications).,Democracy,,Hard,Fill in the Blanks
1755,Advanced Concepts of Democracy (Applications),Match the term 'Democracy' with its correct definition or category.,Democracy corresponds to Social Science branch,Democracy -> Social Science branch|Other terms -> Other categories,Hard,Match the Following
1756,Advanced Concepts of Constitution (Theories),What is the primary purpose of Advanced Concepts of Constitution (Theories)?,To study and explain the properties and functions of Constitution in Social Science.,To study and explain the properties and functions of Constitution in Social Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
1757,Advanced Concepts of Constitution (Theories),Which of the following is a direct application of Advanced Concepts of Constitution (Theories)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
1758,Advanced Concepts of Constitution (Theories),True or False: The study of Advanced Concepts of Constitution (Theories) is essential for a complete understanding of Social Science concepts.,True,True|False,Hard,True/False
1759,Advanced Concepts of Constitution (Theories),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Constitution (Theories).,Constitution,,Hard,Fill in the Blanks
1760,Advanced Concepts of Constitution (Theories),Match the term 'Constitution' with its correct definition or category.,Constitution corresponds to Social Science branch,Constitution -> Social Science branch|Other terms -> Other categories,Hard,Match the Following
1761,Advanced Concepts of Local Government (Exploration),What is the primary purpose of Advanced Concepts of Local Government (Exploration)?,To study and explain the properties and functions of Government in Social Science.,To study and explain the properties and functions of Government in Social Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
1762,Advanced Concepts of Local Government (Exploration),Which of the following is a direct application of Advanced Concepts of Local Government (Exploration)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
1763,Advanced Concepts of Local Government (Exploration),True or False: Advanced Concepts of Local Government (Exploration) has no relevance outside of Grade 10 curriculum.,False,True|False,Hard,True/False
1764,Advanced Concepts of Local Government (Exploration),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Local Government (Exploration).,Government,,Hard,Fill in the Blanks
1765,Advanced Concepts of Local Government (Exploration),Match the term 'Government' with its correct definition or category.,Government corresponds to Social Science branch,Government -> Social Science branch|Other terms -> Other categories,Hard,Match the Following
1766,Advanced Concepts of Globe and Maps (Processes),What is the primary purpose of Advanced Concepts of Globe and Maps (Processes)?,To study and explain the properties and functions of Maps in Social Science.,To study and explain the properties and functions of Maps in Social Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
1767,Advanced Concepts of Globe and Maps (Processes),Which of the following is a direct application of Advanced Concepts of Globe and Maps (Processes)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
1768,Advanced Concepts of Globe and Maps (Processes),True or False: The study of Advanced Concepts of Globe and Maps (Processes) is essential for a complete understanding of Social Science concepts.,True,True|False,Hard,True/False
